"sample","pond","treatment","day","date","sample_vol_L","biomass_mg_L","C_ug","N_ug","t15N_ug","N_atom_perc","preN_atom_perc","add15N_perc","dorset_pond"
"phytoplankton",7,"A",23.75,"08/08/13",0.0104405293755076,37,139.954,6.8263,0.0347464140522171,0.509008013890644,0.367208352996289,0.141799660894356,18
"phytoplankton",7,"A",29,"13/08/13",0.0104413407320904,35.33,158.0816,10.0265,0.0476324802435821,0.475065877859493,0.367208352996289,0.107857524863204,18
"phytoplankton",7,"A",53.01,"06/09/13",0.020881876711568,22,193.9098,19.5512,0.0787544107712551,0.402811135742334,0.367208352996289,0.0356027827460449,18
"zooplankton",7,"A",0.76,"16/07/13",4.00540671323211,0.1771,313.019,61.64,0.253113025715894,0.410631125431366,0.367281288282268,0.0433498371490979,18
"zooplankton",7,"A",1.76,"17/07/13",3.99393575396706,0.063,102.97,24.23,0.10085227208377,0.416228939677136,0.367281288282268,0.0489476513948681,18
"zooplankton",7,"A",2.26,"18/07/13",4.00022804150355,0.0332,66.46,16.84,0.0650884963938935,0.386511261246398,0.367281288282268,0.0192299729641308,18
"zooplankton",7,"A",3.26,"19/07/13",3.98807442086938,0.0164,32.393,8.256,0.0327282535230563,0.396417799455623,0.367281288282268,0.0291365111733556,18
"zooplankton",7,"A",4.26,"20/07/13",3.99680255795364,0.0179,36.13,8.95,0.0356877224824531,0.398745502597242,0.367281288282268,0.0314642143149739,18
"zooplankton",7,"A",6.26,"22/07/13",4.0000251094503,0.0164,33.39,8.921,0.0367280967756626,0.411703808717213,0.367281288282268,0.0444225204349454,18
"zooplankton",7,"A",11.26,"27/07/13",3.95984301368876,0.0425,76.179,17.45,0.103885114331853,0.59533016809085,0.367281288282268,0.228048879808582,18
"zooplankton",7,"A",15.26,"31/07/13",3.9489669030778,0.0523,94.27,21.11,0.11649243435981,0.551835311983941,0.367281288282268,0.184554023701673,18
"zooplankton",7,"A",23.26,"08/08/13",4.00453020492767,0.0285,47.2,9.37,0.0478670884890253,0.51085473307391,0.367281288282268,0.143573444791642,18
"zooplankton",7,"A",28.26,"13/08/13",3.99634873986998,0.0456,74.13,14.36,0.06985149560868,0.486431027915599,0.367281288282268,0.119149739633331,18
"zooplankton",7,"A",52.26,"06/09/13",3.99269958637851,0.0137,27.548,6.983,0.0300259280399215,0.429986081052864,0.367281288282268,0.0627047927705963,18
"phytoplankton",8,"A",0.00999999999999979,"15/07/13",0.0121799705565397,35.14,180.6694,21.7837,0.0797486191419249,0.366093084012013,0.365973705431102,0.000119378580911267,20
"phytoplankton",8,"A",0.26,"16/07/13",0.0243558770566047,15.29,192.2485,21.7933,0.0850134275845906,0.390089741271816,0.365973705431102,0.0241160358407139,20
"phytoplankton",8,"A",0.91,"16/07/13",0.012179805210138,22.57,113.565,14.9201,0.0563017962300709,0.37735535438818,0.365973705431102,0.0113816489570787,20
"phytoplankton",8,"A",1.81,"17/07/13",0.02087293078298,19.13,167.4283,18.5738,0.076047560026882,0.409434580036837,0.365973705431102,0.0434608746057351,20
"phytoplankton",8,"A",2.12,"17/07/13",0.0208776709277326,16.75,169.2326,18.8293,0.0805808447061259,0.427954542686801,0.365973705431102,0.0619808372556997,20
"phytoplankton",8,"A",2.88,"18/07/13",0.0139185269328045,25.75,119.8308,13.8612,0.0595274010356088,0.429453445846022,0.365973705431102,0.0634797404149199,20
"phytoplankton",8,"A",3.93,"19/07/13",0.0208670771066942,8.42,72.4716,9.0384,0.0397105946405999,0.439354251201539,0.365973705431102,0.0733805457704377,20
"phytoplankton",8,"A",4.95,"20/07/13",0.0626370883854467,5.5,136.695,15.6863,0.0685022224352052,0.436700958385376,0.365973705431102,0.0707272529542741,20
"phytoplankton",8,"A",7.09,"22/07/13",0.0521977686421792,7.1,108.5019,14.1026,0.0586942487041795,0.416194522316307,0.365973705431102,0.0502208168852052,20
"phytoplankton",8,"A",12.06,"27/07/13",0.104316129429425,3.87,128.565,15.8607,0.0659022963051022,0.415506858493649,0.365973705431102,0.0495331530625474,20
"phytoplankton",8,"A",16.02,"31/07/13",0.0417693874312963,11.08,116.8005,12.9627,0.0511900275472019,0.394902509100742,0.365973705431102,0.0289288036696404,20
"phytoplankton",8,"A",23.77,"08/08/13",0.0313189514524984,10.39,86.3906,9.2649,0.0366394219166277,0.395464839519344,0.365973705431102,0.0294911340882426,20
"phytoplankton",8,"A",29.04,"13/08/13",0.0417601660756443,8.75,128.0754,15.9421,0.0623164873576979,0.390892588540393,0.365973705431102,0.0249188831092908,20
"phytoplankton",8,"A",53.01,"06/09/13",0.0522255397472011,7.73,120.7774,15.937,0.0613299623237422,0.384827522894787,0.365973705431102,0.018853817463685,20
"zooplankton",8,"A",0.26,"16/07/13",2.40787853192845,1.363,1572.642,269.5,0.998032536987477,0.370327471980511,0.36689917391189,0.00342829806862049,20
"zooplankton",8,"A",0.76,"16/07/13",3.97182761371615,0.7439,1378.257,244.67,0.91075087298208,0.372236429877827,0.36689917391189,0.00533725596593698,20
"zooplankton",8,"A",1.26,"17/07/13",2.03332650425578,1.0487,1009.97,184.13,0.6939751994597,0.376894150578233,0.36689917391189,0.00999497666634219,20
"zooplankton",8,"A",1.76,"17/07/13",2.14726523536505,0.9535,990.164,156.78,0.608170107415451,0.38791306762052,0.36689917391189,0.0210138937086292,20
"zooplankton",8,"A",2.26,"18/07/13",2.45715804318817,0.5892,702.8,117.41,0.470493284523466,0.400726756258807,0.36689917391189,0.0338275823469167,20
"zooplankton",8,"A",3.26,"19/07/13",3.95298370539491,0.346,659.45,122.63,0.515816006573221,0.420627910440529,0.36689917391189,0.0537287365286386,20
"zooplankton",8,"A",4.26,"20/07/13",3.71128387220727,0.9598,1684.941,315.66,1.36865136264737,0.433584034292395,0.36689917391189,0.0666848603805047,20
"zooplankton",8,"A",6.26,"22/07/13",4.02322918975512,0.4076,753.905,146.62,0.643462065752039,0.43886377421364,0.36689917391189,0.0719646003017493,20
"zooplankton",8,"A",11.26,"27/07/13",2.45237296153168,0.6948,775.052,110.85,0.498930685609407,0.450095341100051,0.36689917391189,0.083196167188161,20
"zooplankton",8,"A",15.26,"31/07/13",1.53028753328005,1.0008,672.099,119.07,0.521382858782282,0.437879280072463,0.36689917391189,0.0709801061605724,20
"zooplankton",8,"A",23.26,"08/08/13",2.02742329764923,0.6011,565.52,91.58,0.388200854731991,0.423892612723292,0.36689917391189,0.0569934388114015,20
"zooplankton",8,"A",28.26,"13/08/13",1.86180933193347,1.7049,1350.12,235.49,0.985314020466171,0.418410132263014,0.36689917391189,0.0515109583511231,20
"zooplankton",8,"A",52.26,"06/09/13",2.16479212682742,0.8519,846.03,164.07,0.661864025370547,0.403403440830467,0.36689917391189,0.0365042669185761,20
"phytoplankton",9,"H",0.00999999999999979,"15/07/13",0.0365502841659149,9.45,136.4434,11.5526,0.0424321128714174,0.36729491951091,0.366692162359633,0.000602757151276834,1
"phytoplankton",9,"H",0.81,"16/07/13",0.0522006315439588,12.5,228.8168,19.6307,0.0972129501384452,0.495208780830257,0.366692162359633,0.128516618470624,1
"phytoplankton",9,"H",1.17,"16/07/13",0.0522018342374574,15.9,244.4691,19.9252,0.110522393059717,0.554686492781588,0.366692162359633,0.187994330421955,1
"phytoplankton",9,"H",1.67,"17/07/13",0.0261075730687257,15.93,139.9376,11.6837,0.0959676498403404,0.821380640039888,0.366692162359633,0.454688477680255,1
"phytoplankton",9,"H",2.04,"17/07/13",0.0626530594748034,19.94,370.4128,29.085,0.227269445001167,0.781397438546216,0.366692162359633,0.414705276186583,1
"phytoplankton",9,"H",2.78,"18/07/13",0.0261059444174927,15.33,154.9335,12.3515,0.0874568212245373,0.708066398611807,0.366692162359633,0.341374236252174,1
"phytoplankton",9,"H",3.93,"19/07/13",0.0626370440649378,8,141.8261,11.8835,0.0737466184140902,0.620579950469897,0.366692162359633,0.253887788110264,1
"phytoplankton",9,"H",4.95,"20/07/13",0.0626182660264739,10.81,207.5182,19.3723,0.105763888062528,0.545954213296965,0.366692162359633,0.179262050937332,1
"phytoplankton",9,"H",6.9,"22/07/13",0.0260954548454638,15.57,101.6169,9.8448,0.0463920750919148,0.471234307369523,0.366692162359633,0.10454214500989,1
"phytoplankton",9,"H",11.71,"27/07/13",0.0261082541468878,12.23,110.9521,11.395,0.0517579291731798,0.454216140177094,0.366692162359633,0.0875239778174605,1
"phytoplankton",9,"H",15.82,"31/07/13",0.0208806678215703,13.29,85.5145,7.6605,0.0336720055907586,0.439553626927206,0.366692162359633,0.0728614645675727,1
"phytoplankton",9,"H",23.65,"08/08/13",0.0521856537989631,12.67,166.8558,16.4822,0.0691200726252501,0.41936193363295,0.366692162359633,0.0526697712733172,1
"phytoplankton",9,"H",28.73,"13/08/13",0.0261031352771681,17.63,128.9873,12.8584,0.0525748106614229,0.408875215123366,0.366692162359633,0.0421830527637331,1
"phytoplankton",9,"H",53.01,"06/09/13",0.188230927720311,2.26,147.5368,16.777,0.0658742090265764,0.39264593804957,0.366692162359633,0.0259537756899372,1
"zooplankton",9,"H",0.26,"16/07/13",4.00349119611415,0.0366,76.1,16.88,0.0620452586181044,0.367566697974552,0.367580785204175,-1.40872296224837e-05,1
"zooplankton",9,"H",0.76,"16/07/13",3.94523498182035,0.1722,356.55,70.14,0.258045039167956,0.367899970299339,0.367580785204175,0.000319185095164209,1
"zooplankton",9,"H",1.26,"17/07/13",4.0132878102532,0.0826,170.14,34.65,0.132925217530518,0.383622561415637,0.367580785204175,0.0160417762114624,1
"zooplankton",9,"H",1.76,"17/07/13",2.09282932495434,0.191,239.71,42.81,0.164147717350376,0.383433116912814,0.367580785204175,0.0158523317086392,1
"zooplankton",9,"H",2.26,"18/07/13",3.9971610791842,0.0229,33.12,8.11,0.0306462906703566,0.377882745627085,0.367580785204175,0.0103019604229098,1
"zooplankton",9,"H",3.26,"19/07/13",3.99692071725042,0.0586,122.64,27.31,0.1048558102919,0.3839465774145,0.367580785204175,0.0163657922103252,1
"zooplankton",9,"H",4.26,"20/07/13",4.00024046776894,0.0877,194.13,40.59,0.157829627454819,0.388838697843851,0.367580785204175,0.0212579126396762,1
"zooplankton",9,"H",6.26,"22/07/13",3.99880495484108,0.0821,179.7,38.28,0.149766281893051,0.391238980911837,0.367580785204175,0.0236581957076623,1
"zooplankton",9,"H",11.26,"27/07/13",2.36707934829962,0.5828,765.44,162.59,0.646684705243579,0.397739532101346,0.367580785204175,0.0301587468971716,1
"zooplankton",9,"H",15.26,"31/07/13",3.94432217680853,0.0236,47.98,11.04,0.0450095223834448,0.407694949125406,0.367580785204175,0.0401141639212308,1
"zooplankton",9,"H",23.26,"08/08/13",4.0008687703398,0.0848,180.67,38.09,0.160058947611383,0.420212516700926,0.367580785204175,0.0526317314967513,1
"zooplankton",9,"H",28.26,"13/08/13",2.01823560378715,0.1372,157.97,30.21,0.125250974972456,0.414601042609919,0.367580785204175,0.0470202574057438,1
"zooplankton",9,"H",52.26,"06/09/13",4.00173242804323,0.074,161.84,30.38,0.123135039732462,0.405316128151621,0.367580785204175,0.037735342947446,1
"phytoplankton",10,"H",0.00999999999999979,"15/07/13",0.0208854332140639,19.08,154.2507,13.3631,0.0490102724793505,0.36675825578908,0.367129413838546,-0.000371158049465914,4
"phytoplankton",10,"H",0.83,"16/07/13",0.0208761293742161,17.92,146.9529,12.8683,0.101703609468882,0.790342232220902,0.367129413838546,0.423212818382357,4
"phytoplankton",10,"H",1.19,"16/07/13",0.0313156036494236,15.28,148.1819,13.9182,0.23116561066873,1.66088726034063,0.367129413838546,1.29375784650209,4
"phytoplankton",10,"H",1.7,"17/07/13",0.0261072087246285,16.93,169.9018,16.2305,0.274456424048114,1.69099179968648,0.367129413838546,1.32386238584793,4
"phytoplankton",10,"H",2.05,"17/07/13",0.0260949048913784,14.47,108.7285,10.7784,0.194988046371744,1.80906299981207,0.367129413838546,1.44193358597353,4
"phytoplankton",10,"H",2.79,"18/07/13",0.0260926509810639,17.07,144.2302,13.3714,0.154927892659136,1.15865124563723,0.367129413838546,0.791521831798683,4
"phytoplankton",10,"H",3.93,"19/07/13",0.0313193949564378,10.61,102.8604,10.8994,0.0904381481130307,0.829753455355622,0.367129413838546,0.462624041517076,4
"phytoplankton",10,"H",4.95,"20/07/13",0.0469657954165284,8.67,124.0243,12.476,0.0844114150431996,0.676590373863414,0.367129413838546,0.309460960024869,4
"phytoplankton",10,"H",6.92,"22/07/13",0.0313329743603889,11.33,111.5402,12.2909,0.0632305587626918,0.514450192928848,0.367129413838546,0.147320779090303,4
"phytoplankton",10,"H",11.76,"27/07/13",0.0469587605389449,7.3,163.0614,15.5689,0.0668218964491206,0.429201141051202,0.367129413838546,0.0620717272126565,4
"phytoplankton",10,"H",15.85,"31/07/13",0.0522104658870095,3.8,47.7407,5.5296,0.0238705739312491,0.431687173235842,0.367129413838546,0.064557759397296,4
"phytoplankton",10,"H",23.68,"08/08/13",0.0730444351219252,4.86,80.4509,10.5306,0.0436754390654894,0.414747868739572,0.367129413838546,0.0476184549010267,4
"phytoplankton",10,"H",28.8,"13/08/13",0.156820834151764,2.58,135.8944,18.251,0.0753079409428343,0.412623642226915,0.367129413838546,0.0454942283883694,4
"phytoplankton",10,"H",53.01,"06/09/13",0.12522835722084,3.71,189.7688,24.77,0.0977776343113976,0.39474216516511,0.367129413838546,0.0276127513265638,4
"zooplankton",10,"H",0.76,"16/07/13",3.99644663576265,0.0359,44.39,8.675,0.0333806401021156,0.384791240370209,0.367263789158513,0.0175274512116961,4
"zooplankton",10,"H",1.26,"17/07/13",4.00039904229848,0.042,77.56,12.03,0.0497050027252298,0.413175417499832,0.367263789158513,0.0459116283413197,4
"zooplankton",10,"H",1.76,"17/07/13",3.98887742209997,0.094,139.575,22.424,0.0950979662059096,0.424090109730242,0.367263789158513,0.0568263205717298,4
"zooplankton",10,"H",11.26,"27/07/13",2.54676259203707,0.2418,226.246,34.75,0.167273443032869,0.481362425993867,0.367263789158513,0.114098636835354,4
"zooplankton",10,"H",15.26,"31/07/13",4.01536312849162,0.0592,87.51,17.02,0.0785491488728766,0.461510862942871,0.367263789158513,0.0942470737843583,4
"zooplankton",10,"H",23.26,"08/08/13",3.96599382370922,0.0422,71.46,15.18,0.0649142814597164,0.427630312646353,0.367263789158513,0.0603665234878402,4
"zooplankton",10,"H",28.26,"13/08/13",2.49043064769516,0.1537,157.431,26.857,0.111747209434921,0.416082248333475,0.367263789158513,0.0488184591749621,4
"zooplankton",10,"H",52.26,"06/09/13",4.02808782594947,0.0651,140.28,27.77,0.112140400735668,0.403818511831717,0.367263789158513,0.0365547226732044,4
"phytoplankton",11,"H",0.00999999999999979,"15/07/13",0.0391612480589821,10.73,187.5502,23.6766,0.0868539878578733,0.366834713843514,0.366420087158691,0.000414626684822561,6
"phytoplankton",11,"H",0.84,"16/07/13",0.0365342958519564,9.81,140.4624,20.8733,0.119798060047819,0.573929661566784,0.366420087158691,0.207509574408093,6
"phytoplankton",11,"H",1.2,"16/07/13",0.0417522812910502,8.96,123.6594,16.3957,0.12106666092271,0.738404953266465,0.366420087158691,0.371984866107774,6
"phytoplankton",11,"H",1.72,"17/07/13",0.047001906877948,10.44,193.7561,25.5478,0.215918114033315,0.845153453656735,0.366420087158691,0.478733366498044,6
"phytoplankton",11,"H",2.06,"17/07/13",0.0313380247440934,9.94,115.3459,18.3,0.186891555763462,1.02126533204078,0.366420087158691,0.654845244882088,6
"phytoplankton",11,"H",2.8,"18/07/13",0.031315906476672,11.78,152.18,22.0544,0.169653568528278,0.769250437682632,0.366420087158691,0.402830350523941,6
"phytoplankton",11,"H",3.93,"19/07/13",0.0365492492721127,10.52,150.2527,23.5036,0.156682443334276,0.666631679122669,0.366420087158691,0.300211591963978,6
"phytoplankton",11,"H",4.95,"20/07/13",0.0313088465983306,9.78,131.5541,15.2001,0.0861575264919042,0.566822103090797,0.366420087158691,0.200402015932106,6
"phytoplankton",11,"H",6.94,"22/07/13",0.0365230266730426,9.29,119.0342,20.191,0.0962266363768416,0.47658182545115,0.366420087158691,0.110161738292459,6
"phytoplankton",11,"H",11.8,"27/07/13",0.0417405580908528,10.63,196.1452,31.1683,0.139513785116769,0.447614355344273,0.366420087158691,0.0811942681855819,6
"phytoplankton",11,"H",15.89,"31/07/13",0.0365325793869603,10.67,178.5258,26.9377,0.117451037975387,0.43600989681891,0.366420087158691,0.0695898096602187,6
"phytoplankton",11,"H",23.69,"08/08/13",0.0626303491843711,7.64,170.4915,26.0541,0.109533886766193,0.420409404915899,0.366420087158691,0.0539893177572081,6
"phytoplankton",11,"H",28.84,"13/08/13",0.0731068537849035,6.76,195.3184,31.582,0.13107115839676,0.415018549796593,0.366420087158691,0.048598462637902,6
"phytoplankton",11,"H",53.01,"06/09/13",0.0313242467742872,15.33,153.0673,24.4523,0.0977400178677698,0.399717073108746,0.366420087158691,0.0332969859500548,6
"zooplankton",11,"H",0.26,"16/07/13",4.0417655867957,0.1627,329.21,71.48,0.264061862416404,0.369420624533301,0.36687328953336,0.00254733499994109,6
"zooplankton",11,"H",0.76,"16/07/13",3.97844055715811,0.1303,291.65,54.12,0.212301168195883,0.392278581293206,0.36687328953336,0.0254052917598463,6
"zooplankton",11,"H",1.26,"17/07/13",3.43965001398349,0.2253,373.3,66.4,0.278453143694146,0.41935714411769,0.36687328953336,0.0524838545843299,6
"zooplankton",11,"H",1.76,"17/07/13",2.24170488265444,0.1685,212.93,41.55,0.183892090799935,0.442580242599122,0.36687328953336,0.0757069530657619,6
"zooplankton",11,"H",2.26,"18/07/13",2.59034687261006,0.2102,298.766,63.904,0.332370933180502,0.520109747716109,0.36687328953336,0.153236458182749,6
"zooplankton",11,"H",3.26,"19/07/13",3.97120379685826,0.2557,569.85,119.72,0.69971228319057,0.584457303032551,0.36687328953336,0.217584013499191,6
"zooplankton",11,"H",4.26,"20/07/13",3.99168579925081,0.2441,563.16,108.35,0.659666534186426,0.608829288589225,0.36687328953336,0.241955999055865,6
"zooplankton",11,"H",6.26,"22/07/13",4.01917522719222,0.3184,733.694,136.26,0.826876957274998,0.606837631935269,0.36687328953336,0.239964342401909,6
"zooplankton",11,"H",11.26,"27/07/13",2.41607110204216,0.1836,250.97,40.75,0.217258482293636,0.533149649800334,0.36687328953336,0.166276360266974,6
"zooplankton",11,"H",15.26,"31/07/13",3.97667466632984,0.0819,172.91,37.78,0.180095220979625,0.476694602910601,0.36687328953336,0.109821313377241,6
"zooplankton",11,"H",23.26,"08/08/13",2.29191050607745,0.1302,168.69,31.84,0.143881709243492,0.451889790337601,0.36687328953336,0.0850165008042412,6
"zooplankton",11,"H",28.26,"13/08/13",1.88586251304021,0.1517,159.42,30.84,0.138314457454169,0.448490458671107,0.36687328953336,0.0816171691377469,6
"zooplankton",11,"H",52.26,"06/09/13",3.98768333550942,0.0161,23.352,5.131,0.020812344357451,0.405619652259813,0.36687328953336,0.0387463627264532,6
"phytoplankton",12,"H",0.00999999999999979,"15/07/13",0.109700789837883,4.33,185.4691,24.1801,0.0888756389925781,0.367556953828057,0.367405974056229,0.000150979771828819,8
"phytoplankton",12,"H",0.85,"16/07/13",0.0626358200921387,5.5,77.3004,11.8693,0.0488557958636953,0.411614803431502,0.367405974056229,0.0442088293752735,8
"phytoplankton",12,"H",1.22,"16/07/13",0.125406305181586,3.33,176.7426,22.6345,0.113874193150126,0.503100104487071,0.367405974056229,0.135694130430843,8
"phytoplankton",12,"H",1.73,"17/07/13",0.0940620107025572,3.94,126.2618,18.0236,0.1185327375374,0.6576529524479,0.367405974056229,0.290246978391671,8
"phytoplankton",12,"H",2.07,"17/07/13",0.0939737030313033,3.75,131.0988,17.0816,0.106767752325075,0.625045384068676,0.367405974056229,0.257639410012447,8
"phytoplankton",12,"H",2.83,"18/07/13",0.0783012661684488,5.3,132.6721,16.4015,0.0998853052440973,0.609001037978827,0.367405974056229,0.241595063922598,8
"phytoplankton",12,"H",3.93,"19/07/13",0.0783426083011217,5.13,122.3462,16.0964,0.0866758030184773,0.538479430297938,0.367405974056229,0.17107345624171,8
"phytoplankton",12,"H",4.95,"20/07/13",0.0861931612155707,4.36,144.3684,17.1813,0.0851616403463018,0.495664707247425,0.367405974056229,0.128258733191196,8
"phytoplankton",12,"H",6.95,"22/07/13",0.0521869716414702,9.97,179.4154,25.7665,0.116022297622405,0.450283498427824,0.367405974056229,0.0828775243715952,8
"phytoplankton",12,"H",11.84,"27/07/13",0.0522287820796604,6.73,173.3441,18.9613,0.080234139425323,0.423146827619008,0.367405974056229,0.0557408535627797,8
"phytoplankton",12,"H",15.9,"31/07/13",0.0522046103472426,9.3,164.9813,20.931,0.0866478963859419,0.413969214972729,0.367405974056229,0.0465632409165002,8
"phytoplankton",12,"H",23.71,"08/08/13",0.0626155214008451,6.92,115.7713,16.1781,0.0649726331925848,0.401608552256351,0.367405974056229,0.0342025782001227,8
"phytoplankton",12,"H",28.88,"13/08/13",0.0835468390136102,4.54,174.9574,26.1734,0.105608999806443,0.403497443230314,0.367405974056229,0.0360914691740851,8
"phytoplankton",12,"H",53.01,"06/09/13",0.125089131534961,3.38,208.9917,25.1423,0.0977418693782571,0.38875468584122,0.367405974056229,0.0213487117849914,8
"zooplankton",12,"H",0.26,"16/07/13",3.89033942558747,0.0766,134.9,29.8,0.11013301580168,0.369573878529128,0.367245541580655,0.00232833694847279,8
"zooplankton",12,"H",0.76,"16/07/13",4.00675418780735,0.1176,180.75,37.27,0.141485068802055,0.379621864239483,0.367245541580655,0.0123763226588283,8
"zooplankton",12,"H",1.76,"17/07/13",4.04855463797656,0.0261,51.39,11.56,0.0468808212080915,0.405543436056155,0.367245541580655,0.0382978944755,8
"zooplankton",12,"H",2.26,"18/07/13",3.97075804145705,0.0877,147.537,32.85,0.162161803674143,0.493643237973038,0.367245541580655,0.126397696392384,8
"zooplankton",12,"H",3.26,"19/07/13",3.99706113196571,0.0433,69.47,15.94,0.0847358807056884,0.531592727137318,0.367245541580655,0.164347185556663,8
"zooplankton",12,"H",4.26,"20/07/13",3.99992621196842,0.0109,6.152,1.301,0.00756411172523179,0.581407511547409,0.367245541580655,0.214161969966755,8
"zooplankton",12,"H",11.26,"27/07/13",2.47892811704835,0.128,132.69,24.94,0.110706681031214,0.443892065081051,0.367245541580655,0.0766465235003962,8
"zooplankton",12,"H",15.26,"31/07/13",3.989794888796,0.0371,63.71,13.84,0.0597268354306257,0.431552279123018,0.367245541580655,0.0643067375423632,8
"zooplankton",12,"H",23.26,"08/08/13",3.9481893494241,0.1655,303.34,62.41,0.255906776659861,0.410041302130847,0.367245541580655,0.0427957605501919,8
"zooplankton",12,"H",28.26,"13/08/13",2.7800584866133,0.2278,276.401,52.76,0.213289959723593,0.404264518050782,0.367245541580655,0.0370189764701271,8
"zooplankton",12,"H",52.26,"06/09/13",3.98149729859893,0.287,619.636,117.76,0.466043992896172,0.395757466793624,0.367245541580655,0.0285119252129696,8
"phytoplankton",13,"H",0.00999999999999979,"15/07/13",0.0731064488818529,4.57,117.784,10.7843,0.0396264366667899,0.367445607659189,0.367952593839294,-0.000506986180104585,9
"phytoplankton",13,"H",0.859999999999999,"16/07/13",0.0730865611562232,5.38,130.4502,13.2471,0.0656812352119577,0.495815953770695,0.367952593839294,0.127863359931401,9
"phytoplankton",13,"H",1.22,"16/07/13",0.0313259528953252,16.44,138.0765,11.5782,0.0614182631427665,0.530464693499563,0.367952593839294,0.16251209966027,9
"phytoplankton",13,"H",1.74,"17/07/13",0.0156567260978972,17.89,153.7982,6.0084,0.037575904677303,0.625389532609397,0.367952593839294,0.257436938770104,9
"phytoplankton",13,"H",2.08,"17/07/13",0.0156651093140054,19.33,73.6071,6.3117,0.0299762653924811,0.474931720336535,0.367952593839294,0.106979126497241,9
"phytoplankton",13,"H",2.83,"18/07/13",0.0469595685509731,8.06,83.2235,7.3091,0.037086849409839,0.507406512564324,0.367952593839294,0.13945391872503,9
"phytoplankton",13,"H",3.93,"19/07/13",0.0313105996639983,12.06,117.1686,8.8575,0.0431923204984764,0.487635568709867,0.367952593839294,0.119682974870573,9
"phytoplankton",13,"H",4.95,"20/07/13",0.0548219628768826,6.76,105.865,8.2076,0.0399623349154184,0.486894279879848,0.367952593839294,0.118941686040555,9
"phytoplankton",13,"H",6.97,"22/07/13",0.0313112298475324,11.28,96.2693,7.3612,0.0343122194301814,0.466122635306491,0.367952593839294,0.098170041467197,9
"phytoplankton",13,"H",11.9,"27/07/13",0.0626613479345168,5.11,145.9758,12.0062,0.054293928207551,0.452215756921849,0.367952593839294,0.084263163082555,9
"phytoplankton",13,"H",15.91,"31/07/13",0.0365480380791556,13.76,91.4995,8.6157,0.0357231694348047,0.414628752565719,0.367952593839294,0.0466761587264257,9
"phytoplankton",13,"H",23.71,"08/08/13",0.0417600947193185,21.75,174.4615,13.1383,0.0552520690645015,0.420541996030701,0.367952593839294,0.0525894021914068,9
"phytoplankton",13,"H",28.9,"13/08/13",0.0417710429364656,11.58,118.9018,10.3741,0.043690851970513,0.421153179268688,0.367952593839294,0.0532005854293944,9
"phytoplankton",13,"H",53.01,"06/09/13",0.0521804817199136,8.07,121.9883,9.8545,0.0397574589068736,0.403444709593319,0.367952593839294,0.0354921157540256,9
"zooplankton",13,"H",0.76,"16/07/13",3.99751978699347,0.0855,167.62,32.88,0.130912050112571,0.398151003992004,0.367110780297955,0.0310402236940491,9
"zooplankton",13,"H",1.26,"17/07/13",4.02209944751381,0.0362,59.87,12.74,0.0528903129212703,0.415151592788621,0.367110780297955,0.0480408124906663,9
"zooplankton",13,"H",1.76,"17/07/13",3.99720363290491,0.0468,86.65,17.34,0.0787551756745273,0.454182097315613,0.367110780297955,0.087071317017658,9
"zooplankton",13,"H",4.26,"20/07/13",3.99952311879812,0.053,80.28,15.72,0.0790777446797506,0.503039088293579,0.367110780297955,0.135928307995624,9
"zooplankton",13,"H",11.26,"27/07/13",3.99718437490033,0.0808,140.048,24.876,0.112268813020781,0.45131376837426,0.367110780297955,0.0842029880763054,9
"zooplankton",13,"H",15.26,"31/07/13",3.9940588587728,0.0743,94.27,15.62,0.073081639359417,0.467872211007792,0.367110780297955,0.100761430709837,9
"zooplankton",13,"H",28.26,"13/08/13",3.99245412450695,0.0175,31.48,5.82,0.025119736686961,0.431610595995893,0.367110780297955,0.0644998156979386,9
"zooplankton",13,"H",52.26,"06/09/13",3.98295247119435,0.0114,7.599,1.942,0.00763475350379942,0.393138697415006,0.367110780297955,0.0260279171170515,9
"phytoplankton",14,"H",0.00999999999999979,"15/07/13",0.00521972749643762,54.83,95.4811,7.7986,0.0285160094307272,0.365655494969959,0.367263278226424,-0.00160778325646455,15
"phytoplankton",14,"H",0.87,"16/07/13",0.00521977757681416,61.67,110.6191,8.2417,0.0342420281807234,0.415472877934448,0.367263278226424,0.0482095997080249,15
"phytoplankton",14,"H",1.23,"16/07/13",0.0052204038570675,64.17,99.5041,7.0161,0.0441120834571196,0.628726549751566,0.367263278226424,0.261463271525143,15
"phytoplankton",14,"H",1.75,"17/07/13",0.00521961273840973,66.5,116.1359,9.0799,0.0730351552996898,0.804360789212324,0.367263278226424,0.4370975109859,15
"phytoplankton",14,"H",2.09,"17/07/13",0.0104393718704265,78.5,263.6004,22.4942,0.178480578504779,0.793451549754066,0.367263278226424,0.426188271527642,15
"phytoplankton",14,"H",2.84,"18/07/13",0.00521981605979532,76.17,125.27,9.3343,0.0698906993933287,0.748751372822051,0.367263278226424,0.381488094595627,15
"phytoplankton",14,"H",3.93,"19/07/13",0.00522047815347712,83,172.077,12.4487,0.0846170067310112,0.6797256479071,0.367263278226424,0.312462369680677,15
"phytoplankton",14,"H",4.95,"20/07/13",0.00522009979406457,90.67,166.0105,11.6192,0.0752456553587065,0.647597557135659,0.367263278226424,0.280334278909236,15
